gap,date,break_hour,break_time,broken_level,broken_side,contract,direction,extension_pct,extension_pts,first_break_time,gap_minutes,held_all_day,ib1_first_break_side,ib1_first_break_time,ib1_outcome,ib1_range,ib2_break_time,ib2_first_break_side,ib2_outcome,ib2_range,min_distance_pct,min_distance_pts,ratio,second_break_time,side,unbroken_level
1,2022-01-04,,,16365.25,,,,153.8,225.75,,,,,,L_ONLY,,,,,146.75,,,,,LOW,
1,2022-01-05,,,16103.0,,,,238.5,344.0,,,,,,BOTH,,,,,144.25,,,,,LOW,
1,2022-01-06,,,15850.5,,,,18.0,45.25,,,,,,BOTH,,,,,252.0,,,,,HIGH,
1,2022-01-07,,,15649.25,,,,78.0,139.25,,,,,,BOTH,,,,,178.5,,,,,LOW,
1,2022-01-11,,,15652.75,,,,104.2,185.25,,,,,,BOTH,,,,,177.75,,,,,HIGH,
1,2022-01-12,,,15884.5,,,,69.9,87.25,,,,,,BOTH,,,,,124.75,,,,,LOW,
1,2022-01-13,,,15831.25,,,,251.2,373.0,,,,,,BOTH,,,,,148.5,,,,,LOW,
1,2022-01-14,,,15600.5,,,,2.9,6.5,,,,,,H_ONLY,,,,,220.75,,,,,HIGH,
1,2022-01-18,,,15271.75,,,,62.0,101.0,,,,,,BOTH,,,,,163.0,,,,,LOW,
1,2022-01-19,,,15251.25,,,,187.8,226.75,,,,,,BOTH,,,,,120.75,,,,,LOW,
1,2022-01-27,,,14232.0,,,,161.9,287.0,,,,,,BOTH,,,,,177.25,,,,,LOW,
1,2022-01-28,,,14102.25,,,,138.8,336.0,,,,,,BOTH,,,,,242.0,,,,,HIGH,
1,2022-01-31,,,14724.5,,,,61.7,190.25,,,,,,BOTH,,,,,308.25,,,,,HIGH,
1,2022-02-01,,,14952.0,,,,30.3,67.5,,,,,,BOTH,,,,,222.75,,,,,HIGH,
1,2022-02-02,,,15026.75,,,,56.4,85.25,,,,,,L_ONLY,,,,,151.25,,,,,LOW,
1,2022-02-04,,,14666.75,,,,65.3,152.75,,,,,,H_ONLY,,,,,234.0,,,,,HIGH,
1,2022-02-07,,,14670.0,,,,116.3,158.5,,,,,,BOTH,,,,,136.25,,,,,LOW,
1,2022-02-08,,,14588.0,,,,156.0,188.0,,,,,,BOTH,,,,,120.5,,,,,HIGH,
1,2022-02-09,,,14951.25,,,,94.9,93.0,,,,,,BOTH,,,,,98.0,,,,,HIGH,
1,2022-02-11,,,14590.0,,,,231.4,409.0,,,,,,BOTH,,,,,176.75,,,,,LOW,
1,2022-02-16,,,14517.0,,,,94.1,128.0,,,,,,BOTH,,,,,136.0,,,,,HIGH,
1,2022-02-17,,,14338.0,,,,121.0,190.0,,,,,,L_ONLY,,,,,157.0,,,,,LOW,
1,2022-02-18,,,14085.75,,,,133.0,179.5,,,,,,BOTH,,,,,135.0,,,,,LOW,
1,2022-02-21,,,13802.5,,,,106.2,86.25,,,,,,L_ONLY,,,,,81.25,,,,,LOW,
1,2022-02-23,,,13794.75,,,,127.1,300.25,,,,,,BOTH,,,,,236.25,,,,,LOW,
1,2022-02-24,,,13483.25,,,,117.6,500.0,,,,,,H_ONLY,,,,,425.25,,,,,HIGH,
1,2022-02-25,,,14013.5,,,,95.5,173.5,,,,,,BOTH,,,,,181.75,,,,,HIGH,
1,2022-03-01,,,14147.0,,,,196.0,247.0,,,,,,BOTH,,,,,126.0,,,,,LOW,
1,2022-03-02,,,14129.75,,,,89.7,160.25,,,,,,BOTH,,,,,178.75,,,,,HIGH,
1,2022-03-03,,,14127.0,,,,75.3,172.0,,,,,,L_ONLY,,,,,228.5,,,,,LOW,
1,2022-03-04,,,13799.5,,,,33.5,65.75,,,,,,L_ONLY,,,,,196.0,,,,,LOW,
1,2022-03-07,,,13571.25,,,,83.5,257.5,,,,,,BOTH,,,,,308.5,,,,,LOW,
1,2022-03-09,,,13648.0,,,,97.2,147.75,,,,,,BOTH,,,,,152.0,,,,,HIGH,
1,2022-03-11,,,13504.5,,,,104.5,227.0,,,,,,L_ONLY,,,,,217.25,,,,,LOW,
1,2022-03-14,,,13200.0,,,,97.5,184.5,,,,,,BOTH,,,,,189.25,,,,,LOW,
1,2022-03-15,,,13261.5,,,,129.3,225.0,,,,,,BOTH,,,,,174.0,,,,,HIGH,
1,2022-03-17,,,14012.75,,,,56.4,109.25,,,,,,BOTH,,,,,193.75,,,,,HIGH,
1,2022-03-18,,,14245.25,,,,71.4,178.75,,,,,,H_ONLY,,,,,250.25,,,,,HIGH,
1,2022-03-21,,,14228.0,,,,18.5,44.25,,,,,,BOTH,,,,,238.75,,,,,LOW,
1,2022-03-22,,,14590.75,,,,46.1,100.0,,,,,,H_ONLY,,,,,216.75,,,,,HIGH,
1,2022-03-29,,,15219.5,,,,26.3,49.25,,,,,,BOTH,,,,,187.0,,,,,HIGH,
1,2022-04-01,,,14806.5,,,,64.9,81.5,,,,,,L_ONLY,,,,,125.5,,,,,LOW,
1,2022-04-04,,,15068.75,,,,53.0,98.25,,,,,,H_ONLY,,,,,185.25,,,,,HIGH,
1,2022-04-05,,,14935.25,,,,77.1,155.0,,,,,,BOTH,,,,,201.0,,,,,LOW,
1,2022-04-11,,,14062.25,,,,57.5,77.5,,,,,,BOTH,,,,,134.75,,,,,LOW,
1,2022-04-12,,,14113.0,,,,140.9,231.75,,,,,,L_ONLY,,,,,164.5,,,,,LOW,
1,2022-04-13,,,14097.5,,,,95.8,169.0,,,,,,BOTH,,,,,176.5,,,,,HIGH,
1,2022-04-14,,,14033.25,,,,69.2,147.75,,,,,,BOTH,,,,,213.5,,,,,LOW,
1,2022-04-19,,,14097.5,,,,54.7,144.5,,,,,,BOTH,,,,,264.0,,,,,HIGH,
1,2022-04-20,,,14037.25,,,,34.7,80.75,,,,,,L_ONLY,,,,,232.75,,,,,LOW,
1,2022-04-21,,,14115.75,,,,260.5,435.75,,,,,,BOTH,,,,,167.25,,,,,LOW,
1,2022-04-22,,,13583.0,,,,124.8,243.0,,,,,,L_ONLY,,,,,194.75,,,,,LOW,
1,2022-04-25,,,13407.0,,,,79.7,136.25,,,,,,BOTH,,,,,171.0,,,,,HIGH,
1,2022-04-26,,,13167.75,,,,57.1,161.5,,,,,,L_ONLY,,,,,283.0,,,,,LOW,
1,2022-04-27,,,12945.5,,,,4.9,15.25,,,,,,BOTH,,,,,309.75,,,,,LOW,
1,2022-04-29,,,13216.25,,,,177.4,384.5,,,,,,BOTH,,,,,216.75,,,,,LOW,
1,2022-05-03,,,13152.25,,,,17.1,31.5,,,,,,BOTH,,,,,183.75,,,,,HIGH,
1,2022-05-05,,,13004.5,,,,87.6,299.25,,,,,,L_ONLY,,,,,341.75,,,,,LOW,
1,2022-05-06,,,12840.5,,,,27.4,88.25,,,,,,BOTH,,,,,321.5,,,,,HIGH,
1,2022-05-09,,,12346.25,,,,100.7,211.0,,,,,,BOTH,,,,,209.5,,,,,LOW,
1,2022-05-10,,,12336.25,,,,78.9,166.25,,,,,,BOTH,,,,,210.75,,,,,LOW,
1,2022-05-11,,,12146.0,,,,62.4,207.5,,,,,,BOTH,,,,,332.5,,,,,LOW,
1,2022-05-13,,,12338.75,,,,34.0,93.25,,,,,,BOTH,,,,,274.0,,,,,HIGH,
1,2022-05-18,,,12289.75,,,,365.7,402.25,,,,,,L_ONLY,,,,,110.0,,,,,LOW,
1,2022-05-19,,,12009.25,,,,31.5,67.5,,,,,,H_ONLY,,,,,214.0,,,,,HIGH,
1,2022-05-20,,,11875.75,,,,216.9,384.5,,,,,,L_ONLY,,,,,177.25,,,,,LOW,
1,2022-05-23,,,11977.5,,,,39.5,76.5,,,,,,BOTH,,,,,193.75,,,,,HIGH,
1,2022-05-24,,,11847.5,,,,0.0,0.0,,,,,,BOTH,,,,,271.25,,,,,HIGH,
1,2022-05-25,,,11890.75,,,,79.5,145.25,,,,,,H_ONLY,,,,,182.75,,,,,HIGH,
1,2022-05-26,,,12195.75,,,,49.6,147.25,,,,,,BOTH,,,,,296.75,,,,,HIGH,
1,2022-05-27,,,12582.5,,,,55.8,100.75,,,,,,H_ONLY,,,,,180.5,,,,,HIGH,
1,2022-05-31,,,12688.0,,,,38.7,80.5,,,,,,BOTH,,,,,208.0,,,,,HIGH,
1,2022-06-01,,,12605.75,,,,69.3,151.0,,,,,,BOTH,,,,,217.75,,,,,LOW,
1,2022-06-02,,,12632.5,,,,140.4,266.75,,,,,,BOTH,,,,,190.0,,,,,HIGH,
1,2022-06-03,,,12609.25,,,,87.1,106.25,,,,,,L_ONLY,,,,,122.0,,,,,LOW,
1,2022-06-06,,,12673.5,,,,103.1,140.75,,,,,,BOTH,,,,,136.5,,,,,LOW,
1,2022-06-07,,,12600.25,,,,74.6,140.0,,,,,,BOTH,,,,,187.75,,,,,HIGH,
1,2022-06-08,,,12627.5,,,,31.0,48.25,,,,,,BOTH,,,,,155.5,,,,,LOW,
1,2022-06-10,,,11880.0,,,,12.9,30.75,,,,,,L_ONLY,,,,,239.25,,,,,LOW,
1,2022-06-13,,,11412.5,,,,66.3,127.25,,,,,,BOTH,,,,,192.0,,,,,LOW,
1,2022-06-16,,,11203.0,,,,91.7,134.5,,,,,,L_ONLY,,,,,146.75,,,,,LOW,
1,2022-06-20,,,11385.25,,,,87.1,45.5,,,,,,BOTH,,,,,52.25,,,,,HIGH,
1,2022-06-22,,,11716.0,,,,11.0,29.75,,,,,,H_ONLY,,,,,269.25,,,,,HIGH,
1,2022-06-23,,,11687.0,,,,55.4,79.75,,,,,,BOTH,,,,,144.0,,,,,HIGH,
1,2022-06-24,,,12082.5,,,,27.0,65.75,,,,,,H_ONLY,,,,,243.75,,,,,HIGH,
1,2022-06-27,,,12021.0,,,,14.0,26.75,,,,,,BOTH,,,,,191.0,,,,,LOW,
1,2022-06-28,,,12004.75,,,,199.0,337.25,,,,,,BOTH,,,,,169.5,,,,,LOW,
1,2022-06-29,,,11747.25,,,,1.0,1.75,,,,,,BOTH,,,,,182.75,,,,,HIGH,
1,2022-06-30,,,11588.0,,,,40.9,97.0,,,,,,BOTH,,,,,237.0,,,,,HIGH,
1,2022-07-04,,,11570.75,,,,9.4,3.75,,,,,,BOTH,,,,,40.0,,,,,HIGH,
1,2022-07-05,,,11519.0,,,,227.9,295.75,,,,,,BOTH,,,,,129.75,,,,,HIGH,
1,2022-07-07,,,12051.75,,,,87.5,116.75,,,,,,H_ONLY,,,,,133.5,,,,,HIGH,
1,2022-07-08,,,12124.5,,,,59.1,86.5,,,,,,H_ONLY,,,,,146.25,,,,,HIGH,
1,2022-07-11,,,11853.0,,,,0.0,0.0,,,,,,L_ONLY,,,,,208.75,,,,,LOW,
1,2022-07-12,,,11805.0,,,,42.2,93.0,,,,,,BOTH,,,,,220.5,,,,,LOW,
1,2022-07-13,,,11700.0,,,,87.0,154.5,,,,,,NEITHER,,,,,177.5,,,,,HIGH,
1,2022-07-14,,,11684.5,,,,86.9,150.5,,,,,,BOTH,,,,,173.25,,,,,HIGH,
1,2022-07-15,,,11990.0,,,,17.0,23.25,,,,,,H_ONLY,,,,,136.5,,,,,HIGH,
1,2022-07-18,,,12089.75,,,,240.6,232.75,,,,,,BOTH,,,,,96.75,,,,,LOW,
1,2022-07-19,,,12095.5,,,,186.8,191.5,,,,,,H_ONLY,,,,,102.5,,,,,HIGH,
1,2022-07-20,,,12393.75,,,,90.8,123.75,,,,,,H_ONLY,,,,,136.25,,,,,HIGH,
1,2022-07-21,,,12541.25,,,,62.4,104.75,,,,,,BOTH,,,,,167.75,,,,,HIGH,
1,2022-07-22,,,12542.75,,,,127.8,199.0,,,,,,BOTH,,,,,155.75,,,,,LOW,
1,2022-07-25,,,12288.0,,,,13.8,21.5,,,,,,L_ONLY,,,,,156.0,,,,,LOW,
1,2022-07-27,,,12434.5,,,,161.7,255.5,,,,,,H_ONLY,,,,,158.0,,,,,HIGH,
1,2022-07-29,,,12930.75,,,,43.6,81.25,,,,,,BOTH,,,,,186.5,,,,,HIGH,
1,2022-08-01,,,13068.25,,,,18.7,40.5,,,,,,BOTH,,,,,216.5,,,,,HIGH,
1,2022-08-02,,,12956.75,,,,102.6,140.25,,,,,,BOTH,,,,,136.75,,,,,HIGH,
1,2022-08-03,,,13173.25,,,,74.6,137.0,,,,,,H_ONLY,,,,,183.75,,,,,HIGH,
1,2022-08-05,,,13114.5,,,,15.1,29.5,,,,,,L_ONLY,,,,,195.5,,,,,LOW,
1,2022-08-08,,,13232.0,,,,59.5,111.5,,,,,,BOTH,,,,,187.25,,,,,LOW,
1,2022-08-09,,,12973.25,,,,7.2,10.0,,,,,,L_ONLY,,,,,139.0,,,,,LOW,
1,2022-08-10,,,13355.0,,,,45.2,53.0,,,,,,H_ONLY,,,,,117.25,,,,,HIGH,
1,2022-08-11,,,13455.5,,,,142.7,170.5,,,,,,BOTH,,,,,119.5,,,,,LOW,
1,2022-08-12,,,13462.5,,,,116.9,120.75,,,,,,BOTH,,,,,103.25,,,,,HIGH,
1,2022-08-15,,,13634.5,,,,71.3,71.5,,,,,,H_ONLY,,,,,100.25,,,,,HIGH,
1,2022-08-18,,,13502.25,,,,91.8,73.25,,,,,,BOTH,,,,,79.75,,,,,HIGH,
1,2022-08-19,,,13281.0,,,,36.2,52.25,,,,,,BOTH,,,,,144.25,,,,,LOW,
1,2022-08-22,,,12964.75,,,,70.8,90.25,,,,,,BOTH,,,,,127.5,,,,,LOW,
1,2022-08-23,,,12866.0,,,,0.0,0.0,,,,,,BOTH,,,,,152.5,,,,,LOW,
1,2022-08-24,,,12949.25,,,,63.4,62.0,,,,,,BOTH,,,,,97.75,,,,,HIGH,
1,2022-08-25,,,13101.5,,,,43.0,60.0,,,,,,BOTH,,,,,139.5,,,,,HIGH,
1,2022-08-26,,,12960.5,,,,144.6,344.25,,,,,,L_ONLY,,,,,238.0,,,,,LOW,
1,2022-08-29,,,12478.75,,,,23.2,30.5,,,,,,BOTH,,,,,131.5,,,,,LOW,
1,2022-08-30,,,12383.5,,,,66.7,136.0,,,,,,BOTH,,,,,203.75,,,,,LOW,
1,2022-08-31,,,12375.0,,,,71.6,98.75,,,,,,BOTH,,,,,138.0,,,,,LOW,
1,2022-09-05,,,12148.0,,,,44.6,19.5,,,,,,H_ONLY,,,,,43.75,,,,,HIGH,
1,2022-09-06,,,11930.0,,,,0.0,0.0,,,,,,L_ONLY,,,,,239.0,,,,,LOW,
1,2022-09-07,,,12128.25,,,,180.3,178.0,,,,,,H_ONLY,,,,,98.75,,,,,HIGH,
1,2022-09-08,,,12286.75,,,,54.2,92.75,,,,,,BOTH,,,,,171.0,,,,,HIGH,
1,2022-09-09,,,12622.5,,,,52.5,68.75,,,,,,H_ONLY,,,,,131.0,,,,,HIGH,
1,2022-09-12,,,12838.25,,,,0.0,0.0,,,,,,H_ONLY,,,,,118.5,,,,,HIGH,
1,2022-09-13,,,12358.75,,,,184.6,276.5,,,,,,L_ONLY,,,,,149.75,,,,,LOW,
1,2022-09-15,,,12106.75,,,,133.0,169.25,,,,,,BOTH,,,,,127.25,,,,,LOW,
1,2022-09-19,,,11935.75,,,,79.2,95.0,,,,,,H_ONLY,,,,,120.0,,,,,HIGH,
1,2022-09-23,,,11338.25,,,,82.3,109.25,,,,,,L_ONLY,,,,,132.75,,,,,LOW,
1,2022-09-26,,,11342.5,,,,25.4,49.5,,,,,,BOTH,,,,,195.25,,,,,LOW,
1,2022-09-27,,,11405.25,,,,105.4,171.75,,,,,,BOTH,,,,,163.0,,,,,LOW,
1,2022-09-28,,,11409.25,,,,142.6,204.25,,,,,,H_ONLY,,,,,143.25,,,,,HIGH,
1,2022-09-29,,,11159.0,,,,27.7,67.5,,,,,,L_ONLY,,,,,243.25,,,,,LOW,
1,2022-10-03,,,11214.0,,,,82.8,144.25,,,,,,BOTH,,,,,174.25,,,,,HIGH,
1,2022-10-04,,,11667.25,,,,5.1,7.75,,,,,,H_ONLY,,,,,153.0,,,,,HIGH,
1,2022-10-06,,,11526.75,,,,0.1,0.25,,,,,,BOTH,,,,,194.75,,,,,LOW,
1,2022-10-07,,,11204.5,,,,110.8,161.25,,,,,,L_ONLY,,,,,145.5,,,,,LOW,
1,2022-10-10,,,10983.0,,,,74.3,106.25,,,,,,L_ONLY,,,,,143.0,,,,,LOW,
1,2022-10-13,,,10697.0,,,,210.0,445.75,,,,,,BOTH,,,,,212.25,,,,,HIGH,
1,2022-10-14,,,10860.0,,,,38.3,133.25,,,,,,L_ONLY,,,,,347.5,,,,,LOW,
1,2022-10-17,,,11133.25,,,,9.7,13.0,,,,,,H_ONLY,,,,,134.25,,,,,HIGH,
1,2022-10-18,,,11258.5,,,,102.2,177.0,,,,,,BOTH,,,,,173.25,,,,,LOW,
1,2022-10-20,,,11091.0,,,,20.9,49.75,,,,,,BOTH,,,,,237.75,,,,,LOW,
1,2022-10-21,,,11225.25,,,,64.8,149.0,,,,,,H_ONLY,,,,,230.0,,,,,HIGH,
1,2022-10-24,,,11426.0,,,,41.1,89.75,,,,,,BOTH,,,,,218.25,,,,,HIGH,
1,2022-10-27,,,11263.75,,,,21.7,43.5,,,,,,BOTH,,,,,200.25,,,,,LOW,
1,2022-10-28,,,11399.5,,,,106.6,206.0,,,,,,H_ONLY,,,,,193.25,,,,,HIGH,
1,2022-10-31,,,11388.5,,,,15.9,21.25,,,,,,BOTH,,,,,134.0,,,,,LOW,
1,2022-11-01,,,11375.25,,,,24.4,59.5,,,,,,BOTH,,,,,243.75,,,,,LOW,
1,2022-11-07,,,10968.75,,,,57.4,69.75,,,,,,BOTH,,,,,121.5,,,,,HIGH,
1,2022-11-09,,,10961.5,,,,159.1,139.25,,,,,,L_ONLY,,,,,87.5,,,,,LOW,
1,2022-11-10,,,11469.0,,,,88.0,175.75,,,,,,H_ONLY,,,,,199.75,,,,,HIGH,
1,2022-11-11,,,11761.25,,,,60.2,115.5,,,,,,BOTH,,,,,192.0,,,,,HIGH,
1,2022-11-14,,,11816.0,,,,72.4,82.5,,,,,,BOTH,,,,,114.0,,,,,HIGH,
1,2022-11-15,,,11963.0,,,,197.5,198.5,,,,,,L_ONLY,,,,,100.5,,,,,LOW,
1,2022-11-16,,,11724.0,,,,15.6,17.5,,,,,,L_ONLY,,,,,112.25,,,,,LOW,
1,2022-11-17,,,11672.75,,,,79.3,102.25,,,,,,H_ONLY,,,,,129.0,,,,,HIGH,
1,2022-11-18,,,11675.75,,,,41.2,68.75,,,,,,L_ONLY,,,,,166.75,,,,,LOW,
1,2022-11-21,,,11587.25,,,,30.4,34.25,,,,,,BOTH,,,,,112.5,,,,,LOW,
1,2022-11-22,,,11628.25,,,,129.7,131.0,,,,,,BOTH,,,,,101.0,,,,,HIGH,
1,2022-11-28,,,11681.75,,,,99.8,106.5,,,,,,BOTH,,,,,106.75,,,,,LOW,
1,2022-12-01,,,11956.5,,,,7.0,13.25,,,,,,BOTH,,,,,188.5,,,,,LOW,
1,2022-12-02,,,11952.75,,,,82.0,94.75,,,,,,H_ONLY,,,,,115.5,,,,,HIGH,
1,2022-12-05,,,11864.25,,,,110.0,118.75,,,,,,BOTH,,,,,108.0,,,,,LOW,
1,2022-12-06,,,11611.0,,,,56.0,109.0,,,,,,L_ONLY,,,,,194.75,,,,,LOW,
1,2022-12-07,,,11440.5,,,,0.0,0.0,,,,,,BOTH,,,,,155.75,,,,,LOW,
1,2022-12-08,,,11663.75,,,,11.8,22.0,,,,,,BOTH,,,,,186.5,,,,,HIGH,
1,2022-12-09,,,11774.25,,,,53.0,59.25,,,,,,NEITHER,,,,,111.75,,,,,HIGH,
1,2022-12-13,,,12100.0,,,,124.2,253.0,,,,,,L_ONLY,,,,,203.75,,,,,LOW,
1,2022-12-15,,,11526.5,,,,64.8,122.5,,,,,,L_ONLY,,,,,189.0,,,,,LOW,
1,2022-12-16,,,11337.75,,,,40.5,62.25,,,,,,BOTH,,,,,153.75,,,,,LOW,
1,2022-12-19,,,11230.25,,,,76.5,98.5,,,,,,L_ONLY,,,,,128.75,,,,,LOW,
1,2022-12-20,,,11219.5,,,,18.0,27.5,,,,,,BOTH,,,,,152.75,,,,,HIGH,
1,2022-12-21,,,11303.0,,,,71.1,86.75,,,,,,BOTH,,,,,122.0,,,,,HIGH,
1,2022-12-22,,,11023.25,,,,82.6,152.75,,,,,,L_ONLY,,,,,185.0,,,,,LOW,
1,2022-12-23,,,11054.5,,,,35.3,48.75,,,,,,L_ONLY,,,,,138.25,,,,,HIGH,
1,2022-12-27,,,10896.0,,,,0.0,0.0,,,,,,L_ONLY,,,,,160.0,,,,,LOW,
1,2022-12-28,,,10861.75,,,,76.4,103.0,,,,,,BOTH,,,,,134.75,,,,,LOW,
1,2022-12-29,,,11016.75,,,,34.2,54.75,,,,,,H_ONLY,,,,,160.25,,,,,HIGH,
1,2022-12-30,,,10947.75,,,,84.8,78.25,,,,,,BOTH,,,,,92.25,,,,,HIGH,
1,2023-01-03,,,10925.25,,,,31.4,80.5,,,,,,BOTH,,,,,256.75,,,,,LOW,
1,2023-01-04,,,11046.5,,,,12.0,22.0,,,,,,BOTH,,,,,183.0,,,,,HIGH,
1,2023-01-05,,,10814.75,,,,8.7,9.75,,,,,,L_ONLY,,,,,112.5,,,,,LOW,
1,2023-01-06,,,10945.0,,,,123.5,220.75,,,,,,H_ONLY,,,,,178.75,,,,,HIGH,
1,2023-01-11,,,11388.0,,,,94.3,91.5,,,,,,BOTH,,,,,97.0,,,,,HIGH,
1,2023-01-12,,,11518.75,,,,27.0,56.0,,,,,,NEITHER,,,,,207.5,,,,,HIGH,
1,2023-01-13,,,11522.0,,,,86.1,97.5,,,,,,H_ONLY,,,,,113.25,,,,,HIGH,
1,2023-01-16,,,11582.0,,,,73.5,21.5,,,,,,BOTH,,,,,29.25,,,,,LOW,
1,2023-01-17,,,11685.0,,,,0.0,0.0,,,,,,BOTH,,,,,135.5,,,,,HIGH,
1,2023-01-18,,,11672.25,,,,231.2,201.75,,,,,,BOTH,,,,,87.25,,,,,LOW,
1,2023-01-20,,,11491.75,,,,180.1,195.0,,,,,,BOTH,,,,,108.25,,,,,HIGH,
1,2023-01-23,,,11859.5,,,,65.8,123.5,,,,,,BOTH,,,,,187.75,,,,,HIGH,
1,2023-01-27,,,12193.25,,,,76.1,115.25,,,,,,H_ONLY,,,,,151.5,,,,,HIGH,
1,2023-01-30,,,12027.5,,,,58.3,67.5,,,,,,BOTH,,,,,115.75,,,,,LOW,
1,2023-01-31,,,12061.5,,,,102.2,94.5,,,,,,H_ONLY,,,,,92.5,,,,,HIGH,
1,2023-02-03,,,12834.0,,,,16.0,44.0,,,,,,H_ONLY,,,,,275.5,,,,,HIGH,
1,2023-02-08,,,12655.25,,,,147.3,142.5,,,,,,BOTH,,,,,96.75,,,,,LOW,
1,2023-02-09,,,12618.0,,,,227.6,251.5,,,,,,BOTH,,,,,110.5,,,,,LOW,
1,2023-02-10,,,12284.5,,,,30.0,41.25,,,,,,BOTH,,,,,137.5,,,,,LOW,
1,2023-02-13,,,12473.0,,,,77.7,94.0,,,,,,BOTH,,,,,121.0,,,,,HIGH,
1,2023-02-15,,,12631.5,,,,96.0,103.0,,,,,,BOTH,,,,,107.25,,,,,HIGH,
1,2023-02-17,,,12296.25,,,,23.9,30.5,,,,,,BOTH,,,,,127.5,,,,,LOW,
1,2023-02-21,,,12181.75,,,,84.5,91.5,,,,,,BOTH,,,,,108.25,,,,,LOW,
1,2023-02-23,,,12164.75,,,,143.4,136.25,,,,,,L_ONLY,,,,,95.0,,,,,LOW,
1,2023-02-24,,,11934.0,,,,10.1,11.0,,,,,,L_ONLY,,,,,109.0,,,,,LOW,
1,2023-02-27,,,12106.25,,,,57.4,47.75,,,,,,BOTH,,,,,83.25,,,,,LOW,
1,2023-03-01,,,11953.0,,,,22.3,28.25,,,,,,BOTH,,,,,126.5,,,,,LOW,
1,2023-03-02,,,11931.25,,,,194.1,165.0,,,,,,H_ONLY,,,,,85.0,,,,,HIGH,
1,2023-03-03,,,12225.5,,,,84.0,95.75,,,,,,H_ONLY,,,,,114.0,,,,,HIGH,
1,2023-03-07,,,12180.25,,,,20.8,38.0,,,,,,L_ONLY,,,,,182.5,,,,,LOW,
1,2023-03-08,,,12216.0,,,,35.7,38.5,,,,,,BOTH,,,,,107.75,,,,,HIGH,
1,2023-03-09,,,12230.0,,,,204.5,252.5,,,,,,BOTH,,,,,123.5,,,,,LOW,
1,2023-03-13,,,12067.75,,,,59.3,145.75,,,,,,H_ONLY,,,,,245.75,,,,,HIGH,
1,2023-03-16,,,12435.0,,,,248.6,300.75,,,,,,BOTH,,,,,121.0,,,,,HIGH,
1,2023-03-17,,,12669.75,,,,70.8,100.25,,,,,,BOTH,,,,,141.5,,,,,LOW,
1,2023-03-20,,,12633.0,,,,72.5,75.0,,,,,,BOTH,,,,,103.5,,,,,HIGH,
1,2023-03-27,,,12880.75,,,,136.4,115.25,,,,,,BOTH,,,,,84.5,,,,,LOW,
1,2023-03-31,,,13162.75,,,,180.3,148.75,,,,,,H_ONLY,,,,,82.5,,,,,HIGH,
1,2023-04-04,,,13230.0,,,,63.8,61.75,,,,,,BOTH,,,,,96.75,,,,,LOW,
1,2023-04-05,,,13088.0,,,,87.2,82.0,,,,,,L_ONLY,,,,,94.0,,,,,LOW,
1,2023-04-06,,,13054.0,,,,136.0,137.0,,,,,,BOTH,,,,,100.75,,,,,HIGH,
1,2023-04-10,,,13050.25,,,,138.4,114.5,,,,,,BOTH,,,,,82.75,,,,,HIGH,
1,2023-04-11,,,13068.5,,,,16.3,15.0,,,,,,L_ONLY,,,,,92.0,,,,,LOW,
1,2023-04-12,,,13033.5,,,,65.1,95.75,,,,,,L_ONLY,,,,,147.0,,,,,LOW,
1,2023-04-13,,,13138.25,,,,75.7,89.75,,,,,,H_ONLY,,,,,118.5,,,,,HIGH,
1,2023-04-14,,,13132.5,,,,60.8,74.5,,,,,,BOTH,,,,,122.5,,,,,LOW,
1,2023-04-17,,,13138.25,,,,90.8,61.5,,,,,,BOTH,,,,,67.75,,,,,LOW,
1,2023-04-18,,,13167.0,,,,22.2,29.0,,,,,,L_ONLY,,,,,130.75,,,,,LOW,
1,2023-04-19,,,13132.75,,,,179.9,94.0,,,,,,H_ONLY,,,,,52.25,,,,,HIGH,
1,2023-04-21,,,13081.75,,,,40.6,40.25,,,,,,BOTH,,,,,99.25,,,,,HIGH,
1,2023-04-24,,,13054.0,,,,108.4,86.75,,,,,,BOTH,,,,,80.0,,,,,LOW,
1,2023-04-25,,,12937.0,,,,166.9,131.0,,,,,,BOTH,,,,,78.5,,,,,LOW,
1,2023-04-27,,,13092.0,,,,205.4,161.25,,,,,,H_ONLY,,,,,78.5,,,,,HIGH,
1,2023-04-28,,,13292.25,,,,26.7,32.0,,,,,,H_ONLY,,,,,120.0,,,,,HIGH,
1,2023-05-02,,,13197.75,,,,75.8,87.5,,,,,,BOTH,,,,,115.5,,,,,LOW,
1,2023-05-05,,,13242.0,,,,99.4,117.0,,,,,,H_ONLY,,,,,117.75,,,,,HIGH,
1,2023-05-09,,,13274.5,,,,55.8,24.0,,,,,,BOTH,,,,,43.0,,,,,LOW,
1,2023-05-12,,,13402.25,,,,107.9,91.75,,,,,,BOTH,,,,,85.0,,,,,LOW,
1,2023-05-15,,,13428.25,,,,67.4,51.75,,,,,,BOTH,,,,,76.75,,,,,HIGH,
1,2023-05-16,,,13515.75,,,,47.7,38.75,,,,,,H_ONLY,,,,,81.25,,,,,HIGH,
1,2023-05-17,,,13540.0,,,,200.0,129.0,,,,,,BOTH,,,,,64.5,,,,,HIGH,
1,2023-05-18,,,13775.75,,,,102.0,125.5,,,,,,H_ONLY,,,,,123.0,,,,,HIGH,
1,2023-05-19,,,13861.75,,,,70.6,47.5,,,,,,BOTH,,,,,67.25,,,,,LOW,
