gap,date,break_hour,break_time,broken_level,broken_side,contract,direction,extension_pct,extension_pts,first_break_time,gap_minutes,held_all_day,ib1_first_break_side,ib1_first_break_time,ib1_outcome,ib1_range,ib2_break_time,ib2_first_break_side,ib2_outcome,ib2_range,min_distance_pct,min_distance_pts,ratio,second_break_time,side,unbroken_level
3,2023-09-27,,,,,,,,,,,,HIGH,09:30,,47.75,,LOW,BOTH,100.0,,,,,,
3,2023-09-28,,,,,,,,,,,,LOW,09:30,,99.5,,HIGH,H_ONLY,115.25,,,,,,
3,2023-09-29,,,,,,,,,,,,HIGH,09:30,,58.75,,LOW,L_ONLY,90.75,,,,,,
3,2023-10-03,,,,,,,,,,,,HIGH,09:30,,48.75,,LOW,L_ONLY,204.0,,,,,,
3,2023-10-04,,,,,,,,,,,,SAME_BAR,09:30,,50.75,,HIGH,H_ONLY,100.0,,,,,,
3,2023-10-09,,,,,,,,,,,,LOW,09:30,,62.75,,HIGH,H_ONLY,117.25,,,,,,
3,2023-10-11,,,,,,,,,,,,HIGH,09:30,,60.75,,LOW,BOTH,86.5,,,,,,
3,2023-10-12,,,,,,,,,,,,HIGH,10:10,,83.0,,HIGH,BOTH,95.0,,,,,,
3,2023-10-13,,,,,,,,,,,,HIGH,09:30,,70.75,,LOW,L_ONLY,100.5,,,,,,
3,2023-10-17,,,,,,,,,,,,LOW,09:30,,93.25,,HIGH,H_ONLY,154.0,,,,,,
3,2023-10-18,,,,,,,,,,,,HIGH,09:30,,48.75,,LOW,L_ONLY,102.0,,,,,,
3,2023-10-19,,,,,,,,,,,,HIGH,09:30,,79.75,,LOW,BOTH,106.0,,,,,,
3,2023-10-20,,,,,,,,,,,,HIGH,09:40,,62.0,,LOW,L_ONLY,125.75,,,,,,
3,2023-10-23,,,,,,,,,,,,SAME_BAR,09:30,,34.25,,HIGH,H_ONLY,173.5,,,,,,
3,2023-10-24,,,,,,,,,,,,SAME_BAR,09:30,,40.75,,HIGH,BOTH,91.0,,,,,,
3,2023-10-26,,,,,,,,,,,,HIGH,09:30,,107.75,,LOW,L_ONLY,189.25,,,,,,
3,2023-10-27,,,,,,,,,,,,HIGH,09:30,,57.5,,LOW,BOTH,78.5,,,,,,
3,2023-10-30,,,,,,,,,,,,SAME_BAR,09:30,,27.5,,LOW,L_ONLY,145.75,,,,,,
3,2023-10-31,,,,,,,,,,,,LOW,09:30,,55.0,,HIGH,H_ONLY,117.5,,,,,,
3,2023-11-02,,,,,,,,,,,,LOW,09:30,,49.0,,HIGH,H_ONLY,83.0,,,,,,
3,2023-11-06,,,,,,,,,,,,HIGH,09:30,,22.25,,LOW,L_ONLY,72.5,,,,,,
3,2023-11-07,,,,,,,,,,,,HIGH,09:30,,58.75,,HIGH,H_ONLY,120.25,,,,,,
3,2023-11-08,,,,,,,,,,,,HIGH,09:30,,26.25,,LOW,L_ONLY,77.75,,,,,,
3,2023-11-09,,,,,,,,,,,,HIGH,09:30,,34.75,,LOW,BOTH,80.25,,,,,,
3,2023-11-13,,,,,,,,,,,,LOW,09:30,,47.25,,HIGH,H_ONLY,73.75,,,,,,
3,2023-11-16,,,,,,,,,,,,LOW,09:30,,49.75,,LOW,BOTH,80.5,,,,,,
3,2023-11-17,,,,,,,,,,,,LOW,09:30,,58.5,,LOW,BOTH,53.75,,,,,,
3,2023-11-22,,,,,,,,,,,,HIGH,09:30,,36.0,,NONE,NEITHER,168.0,,,,,,
3,2023-11-24,,,,,,,,,,,,SAME_BAR,09:30,,28.25,,LOW,L_ONLY,63.0,,,,,,
3,2023-11-27,,,,,,,,,,,,HIGH,09:30,,45.5,,HIGH,H_ONLY,80.0,,,,,,
3,2023-11-28,,,,,,,,,,,,HIGH,09:30,,24.0,,HIGH,H_ONLY,49.0,,,,,,
3,2023-11-29,,,,,,,,,,,,HIGH,09:30,,35.5,,LOW,L_ONLY,123.5,,,,,,
3,2023-12-01,,,,,,,,,,,,LOW,09:30,,27.5,,LOW,BOTH,90.0,,,,,,
3,2023-12-06,,,,,,,,,,,,HIGH,09:30,,80.5,,LOW,L_ONLY,162.0,,,,,,
3,2023-12-12,,,,,,,,,,,,LOW,09:30,,107.75,,HIGH,H_ONLY,93.75,,,,,,
3,2023-12-13,,,,,,,,,,,,HIGH,09:30,,34.5,,LOW,BOTH,60.0,,,,,,
3,2023-12-14,,,,,,,,,,,,HIGH,09:40,,54.0,,LOW,L_ONLY,91.25,,,,,,
3,2023-12-19,,,,,,,,,,,,SAME_BAR,09:30,,22.75,,HIGH,H_ONLY,53.25,,,,,,
3,2023-12-20,,,,,,,,,,,,SAME_BAR,09:30,,13.75,,HIGH,BOTH,83.5,,,,,,
3,2023-12-22,,,,,,,,,,,,HIGH,09:30,,83.5,,LOW,L_ONLY,52.25,,,,,,
3,2023-12-27,,,,,,,,,,,,HIGH,09:30,,17.75,,HIGH,H_ONLY,69.25,,,,,,
3,2023-12-29,,,,,,,,,,,,HIGH,09:30,,12.5,,LOW,L_ONLY,33.75,,,,,,
3,2024-01-03,,,,,,,,,,,,LOW,09:30,,54.5,,LOW,L_ONLY,97.0,,,,,,
3,2024-01-04,,,,,,,,,,,,LOW,09:30,,61.25,,HIGH,BOTH,90.0,,,,,,
3,2024-01-10,,,,,,,,,,,,HIGH,09:30,,33.75,,HIGH,H_ONLY,72.5,,,,,,
3,2024-01-15,,,,,,,,,,,,LOW,09:50,,31.0,,HIGH,BOTH,30.0,,,,,,
3,2024-01-16,,,,,,,,,,,,HIGH,09:30,,51.25,,HIGH,H_ONLY,148.75,,,,,,
3,2024-01-17,,,,,,,,,,,,LOW,09:30,,67.75,,HIGH,H_ONLY,153.75,,,,,,
3,2024-01-18,,,,,,,,,,,,HIGH,09:30,,68.5,,HIGH,BOTH,68.0,,,,,,
3,2024-01-19,,,,,,,,,,,,LOW,09:30,,55.5,,HIGH,H_ONLY,66.5,,,,,,
3,2024-01-22,,,,,,,,,,,,HIGH,09:30,,46.5,,LOW,L_ONLY,101.75,,,,,,
3,2024-01-23,,,,,,,,,,,,LOW,09:30,,50.5,,HIGH,H_ONLY,78.5,,,,,,
3,2024-01-24,,,,,,,,,,,,HIGH,09:30,,39.0,,HIGH,BOTH,81.5,,,,,,
3,2024-01-25,,,,,,,,,,,,HIGH,10:20,,113.5,,HIGH,BOTH,85.5,,,,,,
3,2024-01-26,,,,,,,,,,,,LOW,09:35,,78.5,,HIGH,BOTH,78.0,,,,,,
3,2024-01-29,,,,,,,,,,,,SAME_BAR,09:30,,19.75,,LOW,BOTH,57.5,,,,,,
3,2024-01-30,,,,,,,,,,,,HIGH,09:30,,27.25,,LOW,L_ONLY,68.25,,,,,,
3,2024-01-31,,,,,,,,,,,,LOW,09:30,,77.25,,LOW,BOTH,108.5,,,,,,
3,2024-02-01,,,,,,,,,,,,LOW,09:30,,57.75,,HIGH,BOTH,99.25,,,,,,
3,2024-02-02,,,,,,,,,,,,LOW,09:30,,128.5,,HIGH,H_ONLY,158.5,,,,,,
3,2024-02-05,,,,,,,,,,,,HIGH,09:30,,34.5,,LOW,BOTH,136.5,,,,,,
3,2024-02-06,,,,,,,,,,,,SAME_BAR,09:30,,25.75,,LOW,L_ONLY,169.5,,,,,,
3,2024-02-07,,,,,,,,,,,,LOW,09:35,,52.25,,HIGH,H_ONLY,149.0,,,,,,
3,2024-02-09,,,,,,,,,,,,LOW,09:30,,69.5,,HIGH,H_ONLY,94.75,,,,,,
3,2024-02-12,,,,,,,,,,,,SAME_BAR,09:30,,21.75,,HIGH,BOTH,43.75,,,,,,
3,2024-02-14,,,,,,,,,,,,HIGH,09:30,,34.25,,LOW,BOTH,104.0,,,,,,
3,2024-02-15,,,,,,,,,,,,LOW,09:30,,56.75,,LOW,BOTH,106.25,,,,,,
3,2024-02-19,,,,,,,,,,,,HIGH,09:30,,18.5,,LOW,L_ONLY,31.25,,,,,,
3,2024-02-20,,,,,,,,,,,,HIGH,09:30,,52.25,,LOW,L_ONLY,220.5,,,,,,
3,2024-02-21,,,,,,,,,,,,LOW,09:30,,34.25,,LOW,BOTH,77.25,,,,,,
3,2024-02-22,,,,,,,,,,,,SAME_BAR,09:30,,34.75,,HIGH,H_ONLY,106.25,,,,,,
3,2024-02-23,,,,,,,,,,,,HIGH,09:30,,58.5,,LOW,L_ONLY,101.0,,,,,,
3,2024-02-26,,,,,,,,,,,,HIGH,09:30,,33.0,,HIGH,BOTH,84.75,,,,,,
3,2024-02-28,,,,,,,,,,,,LOW,09:30,,43.75,,HIGH,BOTH,70.5,,,,,,
3,2024-03-06,,,,,,,,,,,,HIGH,09:30,,51.75,,HIGH,BOTH,163.0,,,,,,
3,2024-03-07,,,,,,,,,,,,HIGH,09:30,,54.5,,HIGH,H_ONLY,120.0,,,,,,
3,2024-03-08,,,,,,,,,,,,HIGH,09:55,,165.0,,HIGH,BOTH,148.75,,,,,,
3,2024-03-11,,,,,,,,,,,,LOW,09:30,,67.5,,HIGH,H_ONLY,110.5,,,,,,
3,2024-03-12,,,,,,,,,,,,LOW,09:40,,177.0,,HIGH,H_ONLY,193.25,,,,,,
3,2024-03-18,,,,,,,,,,,,HIGH,09:30,,32.75,,LOW,L_ONLY,103.5,,,,,,
3,2024-03-19,,,,,,,,,,,,HIGH,09:30,,72.75,,HIGH,H_ONLY,99.25,,,,,,
3,2024-03-20,,,,,,,,,,,,HIGH,09:30,,35.75,,LOW,BOTH,88.75,,,,,,
3,2024-03-21,,,,,,,,,,,,HIGH,09:40,,48.75,,LOW,L_ONLY,83.0,,,,,,
3,2024-03-25,,,,,,,,,,,,LOW,09:30,,30.5,,HIGH,H_ONLY,127.25,,,,,,
3,2024-03-26,,,,,,,,,,,,LOW,09:30,,50.5,,LOW,L_ONLY,60.5,,,,,,
3,2024-03-27,,,,,,,,,,,,HIGH,09:30,,57.5,,NONE,NEITHER,193.25,,,,,,
3,2024-03-28,,,,,,,,,,,,LOW,09:30,,53.75,,LOW,L_ONLY,81.5,,,,,,
3,2024-04-01,,,,,,,,,,,,HIGH,09:30,,43.75,,LOW,L_ONLY,124.5,,,,,,
3,2024-04-04,,,,,,,,,,,,HIGH,09:35,,105.5,,LOW,L_ONLY,81.25,,,,,,
3,2024-04-08,,,,,,,,,,,,LOW,09:30,,49.75,,HIGH,H_ONLY,103.75,,,,,,
3,2024-04-09,,,,,,,,,,,,HIGH,09:30,,46.0,,LOW,BOTH,134.5,,,,,,
3,2024-04-16,,,,,,,,,,,,LOW,09:30,,52.5,,HIGH,BOTH,109.5,,,,,,
3,2024-04-18,,,,,,,,,,,,LOW,09:30,,43.0,,HIGH,BOTH,126.75,,,,,,
3,2024-04-22,,,,,,,,,,,,HIGH,09:30,,52.0,,LOW,BOTH,149.25,,,,,,
3,2024-04-24,,,,,,,,,,,,HIGH,09:35,,66.5,,LOW,L_ONLY,84.0,,,,,,
3,2024-04-25,,,,,,,,,,,,LOW,09:30,,183.5,,HIGH,H_ONLY,138.75,,,,,,
3,2024-04-26,,,,,,,,,,,,LOW,09:30,,142.0,,HIGH,H_ONLY,172.25,,,,,,
3,2024-04-29,,,,,,,,,,,,HIGH,09:30,,25.5,,LOW,L_ONLY,119.0,,,,,,
3,2024-04-30,,,,,,,,,,,,HIGH,09:40,,87.25,,LOW,L_ONLY,71.25,,,,,,
3,2024-05-01,,,,,,,,,,,,LOW,09:55,,56.25,,LOW,BOTH,91.75,,,,,,
3,2024-05-02,,,,,,,,,,,,LOW,09:30,,61.5,,HIGH,H_ONLY,216.25,,,,,,
3,2024-05-06,,,,,,,,,,,,LOW,09:30,,24.5,,HIGH,H_ONLY,74.25,,,,,,
3,2024-05-09,,,,,,,,,,,,LOW,09:35,,53.75,,HIGH,H_ONLY,95.25,,,,,,
3,2024-05-10,,,,,,,,,,,,HIGH,09:30,,53.25,,LOW,L_ONLY,122.5,,,,,,
3,2024-05-13,,,,,,,,,,,,SAME_BAR,09:30,,35.0,,LOW,L_ONLY,84.0,,,,,,
3,2024-05-16,,,,,,,,,,,,LOW,09:30,,56.75,,HIGH,BOTH,51.0,,,,,,
3,2024-05-20,,,,,,,,,,,,SAME_BAR,09:30,,35.0,,HIGH,H_ONLY,123.25,,,,,,
3,2024-05-21,,,,,,,,,,,,LOW,09:30,,53.75,,HIGH,H_ONLY,53.5,,,,,,
3,2024-05-22,,,,,,,,,,,,HIGH,09:30,,26.0,,HIGH,BOTH,44.0,,,,,,
3,2024-05-28,,,,,,,,,,,,HIGH,09:30,,28.0,,HIGH,BOTH,97.5,,,,,,
3,2024-05-29,,,,,,,,,,,,HIGH,09:35,,58.25,,HIGH,BOTH,106.75,,,,,,
3,2024-06-03,,,,,,,,,,,,HIGH,09:30,,40.75,,LOW,L_ONLY,110.0,,,,,,
3,2024-06-04,,,,,,,,,,,,HIGH,09:30,,54.25,,HIGH,H_ONLY,96.25,,,,,,
3,2024-06-10,,,,,,,,,,,,LOW,09:30,,51.25,,HIGH,H_ONLY,59.75,,,,,,
3,2024-06-11,,,,,,,,,,,,HIGH,09:30,,24.25,,HIGH,H_ONLY,96.75,,,,,,
3,2024-06-17,,,,,,,,,,,,LOW,09:30,,29.75,,HIGH,H_ONLY,80.0,,,,,,
3,2024-06-21,,,,,,,,,,,,LOW,09:30,,57.75,,HIGH,H_ONLY,113.75,,,,,,
3,2024-06-24,,,,,,,,,,,,LOW,09:40,,72.0,,LOW,L_ONLY,128.75,,,,,,
3,2024-06-25,,,,,,,,,,,,LOW,09:35,,41.5,,HIGH,H_ONLY,105.75,,,,,,
3,2024-06-26,,,,,,,,,,,,HIGH,09:45,,70.0,,LOW,BOTH,104.75,,,,,,
3,2024-06-28,,,,,,,,,,,,LOW,09:30,,119.5,,LOW,L_ONLY,234.0,,,,,,
3,2024-07-01,,,,,,,,,,,,LOW,09:30,,41.75,,HIGH,H_ONLY,174.0,,,,,,
3,2024-07-08,,,,,,,,,,,,SAME_BAR,09:30,,16.25,,LOW,BOTH,56.75,,,,,,
3,2024-07-09,,,,,,,,,,,,HIGH,09:30,,26.25,,LOW,L_ONLY,78.5,,,,,,
3,2024-07-10,,,,,,,,,,,,SAME_BAR,09:30,,16.25,,LOW,BOTH,75.0,,,,,,
3,2024-07-15,,,,,,,,,,,,HIGH,09:30,,40.75,,HIGH,BOTH,105.75,,,,,,
3,2024-07-16,,,,,,,,,,,,HIGH,09:30,,78.5,,LOW,L_ONLY,199.0,,,,,,
3,2024-07-19,,,,,,,,,,,,LOW,09:30,,76.25,,LOW,L_ONLY,177.75,,,,,,
3,2024-07-22,,,,,,,,,,,,SAME_BAR,09:30,,51.5,,LOW,BOTH,144.0,,,,,,
3,2024-07-23,,,,,,,,,,,,HIGH,09:35,,61.0,,LOW,BOTH,114.25,,,,,,
3,2024-07-24,,,,,,,,,,,,SAME_BAR,09:30,,44.5,,LOW,L_ONLY,187.5,,,,,,
3,2024-07-25,,,,,,,,,,,,LOW,09:55,,164.5,,HIGH,H_ONLY,343.5,,,,,,
3,2024-07-26,,,,,,,,,,,,LOW,09:30,,80.5,,LOW,BOTH,147.0,,,,,,
3,2024-07-29,,,,,,,,,,,,LOW,09:30,,86.0,,LOW,L_ONLY,155.25,,,,,,
3,2024-07-30,,,,,,,,,,,,HIGH,09:30,,41.25,,LOW,L_ONLY,160.75,,,,,,
3,2024-08-01,,,,,,,,,,,,LOW,09:30,,130.0,,LOW,L_ONLY,237.0,,,,,,
3,2024-08-06,,,,,,,,,,,,HIGH,09:30,,93.5,,HIGH,H_ONLY,263.75,,,,,,
3,2024-08-07,,,,,,,,,,,,HIGH,09:30,,60.25,,LOW,L_ONLY,152.75,,,,,,
3,2024-08-12,,,,,,,,,,,,LOW,09:30,,58.25,,HIGH,H_ONLY,204.5,,,,,,
3,2024-08-14,,,,,,,,,,,,HIGH,09:30,,163.5,,LOW,BOTH,209.5,,,,,,
3,2024-08-19,,,,,,,,,,,,LOW,09:30,,38.0,,HIGH,H_ONLY,96.5,,,,,,
3,2024-08-20,,,,,,,,,,,,HIGH,09:40,,58.5,,LOW,L_ONLY,121.75,,,,,,
3,2024-08-21,,,,,,,,,,,,LOW,09:30,,27.5,,HIGH,BOTH,98.25,,,,,,
3,2024-08-22,,,,,,,,,,,,HIGH,09:30,,66.5,,LOW,L_ONLY,142.0,,,,,,
3,2024-08-23,,,,,,,,,,,,LOW,09:30,,52.5,,LOW,L_ONLY,197.75,,,,,,
3,2024-08-26,,,,,,,,,,,,SAME_BAR,09:30,,35.75,,LOW,L_ONLY,193.0,,,,,,
3,2024-08-27,,,,,,,,,,,,LOW,09:35,,91.25,,HIGH,H_ONLY,192.5,,,,,,
3,2024-08-28,,,,,,,,,,,,HIGH,09:30,,52.75,,LOW,L_ONLY,143.25,,,,,,
3,2024-08-29,,,,,,,,,,,,HIGH,09:30,,69.75,,HIGH,BOTH,206.75,,,,,,
3,2024-08-30,,,,,,,,,,,,HIGH,09:30,,64.5,,LOW,BOTH,114.75,,,,,,
3,2024-09-04,,,,,,,,,,,,HIGH,09:30,,62.75,,HIGH,H_ONLY,163.75,,,,,,
3,2024-09-05,,,,,,,,,,,,HIGH,09:30,,91.0,,LOW,L_ONLY,265.5,,,,,,
3,2024-09-09,,,,,,,,,,,,HIGH,09:30,,67.0,,LOW,BOTH,116.0,,,,,,
3,2024-09-10,,,,,,,,,,,,HIGH,09:30,,43.5,,LOW,BOTH,135.0,,,,,,
3,2024-09-11,,,,,,,,,,,,LOW,10:10,,197.0,,LOW,BOTH,263.0,,,,,,
3,2024-09-12,,,,,,,,,,,,LOW,09:30,,81.0,,HIGH,H_ONLY,165.0,,,,,,
3,2024-09-13,,,,,,,,,,,,LOW,09:30,,51.25,,HIGH,H_ONLY,130.75,,,,,,
3,2024-09-16,,,,,,,,,,,,LOW,09:30,,27.5,,LOW,L_ONLY,136.25,,,,,,
3,2024-09-17,,,,,,,,,,,,HIGH,09:30,,50.5,,HIGH,BOTH,119.75,,,,,,
3,2024-09-18,,,,,,,,,,,,SAME_BAR,09:30,,35.5,,LOW,BOTH,89.5,,,,,,
3,2024-09-19,,,,,,,,,,,,HIGH,09:30,,78.25,,HIGH,H_ONLY,172.0,,,,,,
3,2024-09-20,,,,,,,,,,,,HIGH,09:30,,62.25,,LOW,BOTH,110.25,,,,,,
3,2024-09-23,,,,,,,,,,,,LOW,09:30,,44.75,,HIGH,BOTH,89.0,,,,,,
3,2024-09-24,,,,,,,,,,,,HIGH,09:30,,58.5,,LOW,BOTH,190.0,,,,,,
3,2024-09-25,,,,,,,,,,,,HIGH,09:30,,21.25,,LOW,BOTH,133.0,,,,,,
3,2024-09-30,,,,,,,,,,,,HIGH,09:30,,42.0,,LOW,BOTH,135.0,,,,,,
3,2024-10-02,,,,,,,,,,,,LOW,09:30,,89.0,,HIGH,H_ONLY,181.25,,,,,,
3,2024-10-03,,,,,,,,,,,,LOW,09:30,,97.25,,LOW,L_ONLY,219.0,,,,,,
3,2024-10-07,,,,,,,,,,,,HIGH,09:30,,34.75,,HIGH,BOTH,93.25,,,,,,
3,2024-10-09,,,,,,,,,,,,LOW,09:35,,51.5,,HIGH,H_ONLY,116.25,,,,,,
3,2024-10-10,,,,,,,,,,,,LOW,09:45,,156.25,,HIGH,H_ONLY,114.25,,,,,,
3,2024-10-11,,,,,,,,,,,,LOW,09:30,,76.75,,HIGH,H_ONLY,166.5,,,,,,
3,2024-10-15,,,,,,,,,,,,HIGH,09:35,,47.0,,LOW,L_ONLY,149.0,,,,,,
3,2024-10-16,,,,,,,,,,,,LOW,09:30,,37.0,,HIGH,H_ONLY,151.0,,,,,,
3,2024-10-18,,,,,,,,,,,,LOW,09:30,,49.0,,HIGH,H_ONLY,90.25,,,,,,
3,2024-10-21,,,,,,,,,,,,HIGH,09:30,,47.0,,LOW,L_ONLY,131.75,,,,,,
3,2024-10-29,,,,,,,,,,,,SAME_BAR,09:30,,29.5,,HIGH,H_ONLY,170.75,,,,,,
3,2024-11-01,,,,,,,,,,,,LOW,09:30,,82.5,,HIGH,H_ONLY,213.5,,,,,,
3,2024-11-04,,,,,,,,,,,,LOW,09:30,,91.25,,HIGH,H_ONLY,191.25,,,,,,
3,2024-11-06,,,,,,,,,,,,HIGH,09:30,,66.25,,HIGH,H_ONLY,161.25,,,,,,
3,2024-11-12,,,,,,,,,,,,LOW,09:30,,37.0,,LOW,L_ONLY,72.25,,,,,,
3,2024-11-13,,,,,,,,,,,,LOW,09:45,,109.75,,HIGH,H_ONLY,128.0,,,,,,
3,2024-11-14,,,,,,,,,,,,HIGH,09:35,,61.25,,LOW,L_ONLY,134.25,,,,,,
3,2024-11-21,,,,,,,,,,,,SAME_BAR,09:30,,68.75,,LOW,L_ONLY,382.5,,,,,,
3,2024-11-22,,,,,,,,,,,,HIGH,09:30,,40.5,,HIGH,H_ONLY,150.75,,,,,,
3,2024-11-25,,,,,,,,,,,,HIGH,09:35,,102.25,,LOW,L_ONLY,211.75,,,,,,
3,2024-11-26,,,,,,,,,,,,HIGH,09:30,,56.5,,LOW,L_ONLY,105.25,,,,,,
3,2024-11-29,,,,,,,,,,,,LOW,09:30,,61.75,,HIGH,H_ONLY,168.0,,,,,,
3,2024-12-03,,,,,,,,,,,,LOW,09:30,,81.5,,HIGH,H_ONLY,99.75,,,,,,
3,2024-12-04,,,,,,,,,,,,LOW,09:30,,42.0,,HIGH,H_ONLY,76.0,,,,,,
3,2024-12-05,,,,,,,,,,,,HIGH,09:30,,30.5,,LOW,BOTH,53.75,,,,,,
3,2024-12-09,,,,,,,,,,,,SAME_BAR,09:30,,23.75,,LOW,L_ONLY,103.75,,,,,,
3,2024-12-10,,,,,,,,,,,,HIGH,09:35,,44.75,,LOW,L_ONLY,101.25,,,,,,
3,2024-12-12,,,,,,,,,,,,LOW,10:05,,86.0,,HIGH,BOTH,94.5,,,,,,
3,2024-12-13,,,,,,,,,,,,HIGH,09:35,,66.25,,LOW,L_ONLY,118.0,,,,,,
3,2024-12-17,,,,,,,,,,,,LOW,09:30,,42.0,,HIGH,BOTH,122.5,,,,,,
3,2024-12-19,,,,,,,,,,,,HIGH,09:30,,79.75,,LOW,L_ONLY,200.75,,,,,,
3,2024-12-23,,,,,,,,,,,,HIGH,09:30,,116.5,,HIGH,H_ONLY,198.75,,,,,,
3,2024-12-26,,,,,,,,,,,,HIGH,09:30,,57.25,,HIGH,H_ONLY,137.75,,,,,,
3,2024-12-30,,,,,,,,,,,,LOW,09:30,,116.0,,HIGH,H_ONLY,163.0,,,,,,
3,2025-01-07,,,,,,,,,,,,HIGH,09:30,,62.25,,LOW,L_ONLY,280.75,,,,,,
3,2025-01-08,,,,,,,,,,,,LOW,09:35,,79.0,,HIGH,BOTH,175.25,,,,,,
3,2025-01-13,,,,,,,,,,,,LOW,09:30,,84.5,,HIGH,H_ONLY,153.5,,,,,,
3,2025-01-20,,,,,,,,,,,,HIGH,09:30,,188.75,,LOW,L_ONLY,101.75,,,,,,
3,2025-01-21,,,,,,,,,,,,LOW,09:30,,48.25,,HIGH,H_ONLY,192.5,,,,,,
3,2025-01-23,,,,,,,,,,,,LOW,09:30,,43.0,,HIGH,H_ONLY,52.0,,,,,,
3,2025-01-24,,,,,,,,,,,,HIGH,09:45,,56.75,,LOW,L_ONLY,91.0,,,,,,
3,2025-01-27,,,,,,,,,,,,HIGH,09:30,,71.75,,HIGH,BOTH,261.25,,,,,,
3,2025-01-28,,,,,,,,,,,,LOW,09:30,,90.0,,HIGH,H_ONLY,322.25,,,,,,
3,2025-01-29,,,,,,,,,,,,LOW,09:30,,66.75,,LOW,BOTH,125.75,,,,,,
3,2025-01-30,,,,,,,,,,,,LOW,09:35,,73.75,,LOW,BOTH,226.75,,,,,,
3,2025-01-31,,,,,,,,,,,,HIGH,09:30,,58.75,,HIGH,BOTH,158.5,,,,,,
3,2025-02-03,,,,,,,,,,,,HIGH,09:30,,61.0,,HIGH,H_ONLY,249.25,,,,,,
3,2025-02-04,,,,,,,,,,,,SAME_BAR,09:30,,49.5,,HIGH,H_ONLY,258.25,,,,,,
3,2025-02-05,,,,,,,,,,,,HIGH,09:30,,47.75,,HIGH,H_ONLY,112.75,,,,,,
3,2025-02-06,,,,,,,,,,,,LOW,09:30,,40.25,,LOW,BOTH,110.5,,,,,,
3,2025-02-07,,,,,,,,,,,,HIGH,09:30,,139.75,,LOW,L_ONLY,282.0,,,,,,
3,2025-02-10,,,,,,,,,,,,LOW,09:30,,47.5,,HIGH,H_ONLY,129.5,,,,,,
3,2025-02-19,,,,,,,,,,,,LOW,09:30,,39.25,,HIGH,H_ONLY,103.5,,,,,,
3,2025-02-20,,,,,,,,,,,,SAME_BAR,09:30,,35.75,,NONE,NEITHER,274.5,,,,,,
3,2025-02-26,,,,,,,,,,,,LOW,09:30,,108.5,,HIGH,BOTH,184.0,,,,,,
3,2025-02-27,,,,,,,,,,,,HIGH,09:35,,105.0,,LOW,L_ONLY,484.75,,,,,,
3,2025-02-28,,,,,,,,,,,,LOW,09:30,,98.0,,HIGH,H_ONLY,298.0,,,,,,
3,2025-03-03,,,,,,,,,,,,SAME_BAR,09:30,,64.25,,LOW,L_ONLY,361.0,,,,,,
3,2025-03-04,,,,,,,,,,,,LOW,09:30,,128.5,,HIGH,H_ONLY,354.75,,,,,,
3,2025-03-05,,,,,,,,,,,,LOW,09:35,,89.75,,LOW,BOTH,226.75,,,,,,
3,2025-03-06,,,,,,,,,,,,LOW,09:30,,81.5,,HIGH,BOTH,255.5,,,,,,
3,2025-03-07,,,,,,,,,,,,LOW,09:30,,247.25,,LOW,BOTH,218.25,,,,,,
3,2025-03-11,,,,,,,,,,,,LOW,09:30,,87.0,,LOW,BOTH,300.5,,,,,,
3,2025-03-14,,,,,,,,,,,,SAME_BAR,09:30,,76.25,,HIGH,H_ONLY,184.0,,,,,,
3,2025-03-17,,,,,,,,,,,,HIGH,09:35,,120.5,,LOW,BOTH,164.5,,,,,,
3,2025-03-19,,,,,,,,,,,,HIGH,09:30,,49.5,,HIGH,H_ONLY,194.5,,,,,,
3,2025-03-20,,,,,,,,,,,,SAME_BAR,09:30,,81.25,,HIGH,H_ONLY,330.75,,,,,,
3,2025-03-24,,,,,,,,,,,,LOW,09:30,,33.5,,HIGH,H_ONLY,118.25,,,,,,
3,2025-03-25,,,,,,,,,,,,LOW,09:30,,52.75,,HIGH,H_ONLY,93.0,,,,,,
3,2025-03-27,,,,,,,,,,,,LOW,09:30,,94.0,,HIGH,BOTH,184.75,,,,,,
3,2025-03-31,,,,,,,,,,,,LOW,09:30,,76.75,,HIGH,H_ONLY,215.0,,,,,,
3,2025-04-01,,,,,,,,,,,,SAME_BAR,09:30,,57.75,,HIGH,H_ONLY,201.25,,,,,,
3,2025-04-02,,,,,,,,,,,,SAME_BAR,09:30,,77.25,,HIGH,BOTH,304.25,,,,,,
3,2025-04-03,,,,,,,,,,,,HIGH,09:30,,160.5,,LOW,L_ONLY,218.0,,,,,,
3,2025-04-07,,,,,,,,,,,,LOW,09:30,,320.0,,NONE,NEITHER,1688.0,,,,,,
3,2025-04-08,,,,,,,,,,,,HIGH,09:30,,244.0,,LOW,L_ONLY,298.0,,,,,,
3,2025-04-11,,,,,,,,,,,,LOW,09:30,,317.5,,LOW,BOTH,371.75,,,,,,
3,2025-04-15,,,,,,,,,,,,HIGH,09:30,,130.0,,LOW,L_ONLY,220.25,,,,,,
3,2025-04-16,,,,,,,,,,,,LOW,09:30,,139.0,,HIGH,BOTH,170.25,,,,,,
3,2025-04-21,,,,,,,,,,,,HIGH,09:30,,58.0,,LOW,L_ONLY,265.25,,,,,,
3,2025-04-23,,,,,,,,,,,,HIGH,09:30,,83.5,,HIGH,BOTH,228.0,,,,,,
3,2025-04-28,,,,,,,,,,,,SAME_BAR,09:30,,58.0,,LOW,BOTH,189.75,,,,,,
