agg_bar,close,high,low,choppiness
1245,25003.75,25004.25,25002.50,0.440000
1246,25012.00,25012.00,25003.50,0.734694
1247,25011.75,25016.50,25007.75,0.421053
1248,25009.00,25014.25,25008.00,0.127660
1249,25008.50,25011.75,25006.25,0.158537
1250,25009.75,25011.00,25007.00,0.047619
1251,25008.00,25010.25,25005.25,0.034483
1252,25009.00,25009.50,25007.50,0.068182
1253,25010.25,25011.75,25009.00,0.230769
1254,25010.50,25010.75,25007.25,0.181818
1255,25006.25,25011.25,25006.25,0.355556
1256,25005.00,25008.75,25005.00,0.448980
1257,25003.25,25006.25,25001.25,0.218182
1258,25003.75,25005.25,25002.50,0.108696
1259,25008.00,25009.50,25003.50,0.345455
1260,25006.50,25010.00,25006.00,0.215686
1261,25003.00,25006.25,25001.75,0.344828
1262,25000.75,25003.75,25000.50,0.489362
1263,24997.00,25000.75,24996.25,0.489796
1264,24997.75,24998.25,24995.75,0.292683
1265,24998.25,25000.75,24997.50,0.121951
1266,24996.50,24999.00,24996.00,0.142857
1267,24993.50,24996.50,24993.00,0.487179
1268,24992.50,24993.50,24991.00,0.444444
1269,24992.50,24993.50,24990.50,0.111111
1270,24993.00,24994.75,24991.50,0.057143
1271,24996.25,24996.25,24992.75,0.384615
1272,24994.00,24997.75,24993.50,0.090909
1273,24997.25,24997.75,24993.50,0.083333
1274,25000.75,25000.75,24996.00,0.509434
1275,25001.50,25002.00,24999.00,0.354167
1276,25000.50,25002.00,24998.50,0.022222
1277,24998.00,25001.25,24996.50,0.311111
1278,24996.75,25000.25,24996.75,0.319149
1279,25000.00,25000.50,24996.00,0.156863
1280,25000.00,25001.50,24997.75,0.276596
1281,25002.00,25002.75,24999.25,0.170213
1282,25000.75,25002.75,24999.50,0.071429
1283,25003.25,25006.50,25000.50,0.098039
1284,25005.00,25005.75,25002.25,0.333333
1285,25004.00,25006.00,25003.75,0.063830
1286,25003.00,25004.25,25001.25,0.228571
1287,25005.00,25005.25,25000.75,0.102564
1288,25005.50,25006.75,25004.75,0.263158
1289,25006.75,25006.75,25004.25,0.194444
1290,25007.75,25009.25,25006.75,0.321429
1291,25009.25,25010.00,25007.50,0.333333
1292,25006.25,25009.75,25005.00,0.153846
1293,25006.25,25007.75,25005.25,0.307692
1294,25009.25,25009.50,25005.75,0.272727
1295,25010.75,25011.00,25008.00,0.486486
1296,25011.75,25012.75,25010.75,0.285714
1297,25013.25,25013.50,25011.50,0.357143
1298,25014.25,25015.00,25012.25,0.370370
1299,25008.25,25014.50,25008.25,0.454545
1300,25011.25,25012.00,25008.25,0.235294
1301,25009.75,25012.75,25009.00,0.109091
1302,25008.75,25010.00,25007.75,0.256410
1303,25007.25,25009.00,25006.50,0.294118
1304,25007.00,25008.00,25006.25,0.269231
1305,25005.25,25007.25,25005.00,0.307692
1306,25004.25,25006.25,25003.50,0.407407
1307,25002.25,25005.00,25002.25,0.387097
1308,25006.00,25006.75,25002.00,0.170732
1309,25009.00,25009.00,25006.00,0.642857
1310,25012.50,25012.50,25009.00,0.577778
1311,25012.25,25013.25,25010.50,0.351351
1312,25007.50,25012.25,25007.00,0.434783
1313,25009.25,25009.75,25006.75,0.272727
1314,25008.50,25010.50,25007.75,0.090909
1315,25010.50,25010.50,25008.00,0.151515
1316,25009.25,25010.75,25007.75,0.090909
1317,25006.25,25009.25,25006.25,0.500000
1318,25005.75,25006.50,25004.75,0.451613
1319,25004.75,25006.00,25004.00,0.222222
1320,25004.50,25006.00,25003.75,0.208333
1321,25003.25,25005.25,25003.25,0.240000
1322,25004.00,25004.00,25002.50,0.086957
1323,25006.00,25007.25,25004.00,0.407407
1324,25003.25,25006.25,25002.75,0.090909
1325,25002.75,25003.75,25002.50,0.406250
1326,25002.75,25003.75,25002.25,0.080000
1327,25002.75,25003.00,25002.00,0.000000
1328,25003.00,25004.00,25002.00,0.055556
1329,25000.50,25003.25,25000.25,0.375000
1330,25000.75,25001.50,25000.00,0.346154
1331,24999.75,25001.50,24999.50,0.115385
1332,25001.00,25001.00,24998.50,0.041667
1333,24999.75,25001.25,24998.75,0.000000
1334,24998.75,25000.25,24998.25,0.321429
1335,24999.00,24999.75,24998.25,0.125000
1336,24996.50,24999.25,24996.50,0.360000
1337,24997.75,24999.00,24996.25,0.178571
1338,24998.75,24999.25,24997.50,0.310345
